Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
SdC01041_CKDL210020579-1a-AK8410-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	77295.0	6561.0	8873.0	8058.0	5309.0	1889.0	994.0	371.0	7.0	0.0	709341.0	4539270.0
SdC01041_CKDL210020579-1a-AK8410-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	79283.0	6555.0	8464.0	7414.0	5421.0	1954.0	1030.0	393.0	8.0	0.0	722643.0	4524803.0
SdC01042_CKDL210020579-1a-AK8410-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	24801.0	10797.0	3074.0	4501.0	2327.0	755.0	415.0	211.0	7.0	0.0	350654.0	1617367.0
SdC01042_CKDL210020579-1a-AK8410-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	25405.0	10842.0	3056.0	4176.0	2216.0	714.0	361.0	170.0	8.0	0.0	356437.0	1611524.0
SdC01043_CKDL210020579-1a-AK7761-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	37828.0	1708.0	4849.0	8734.0	2916.0	931.0	476.0	268.0	13.0	0.0	463799.0	1764850.0
SdC01043_CKDL210020579-1a-AK7761-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	36865.0	1679.0	4399.0	8286.0	2652.0	969.0	439.0	227.0	6.0	0.0	470573.0	1760277.0
SdC01044_CKDL210020579-1a-AK3905-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	79940.0	913.0	8731.0	7934.0	5182.0	1802.0	860.0	371.0	22.0	0.0	640707.0	4558878.0
SdC01044_CKDL210020579-1a-AK3905-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	78514.0	924.0	8123.0	7568.0	5262.0	1599.0	875.0	361.0	13.0	0.0	650120.0	4551981.0
SdC01045_CKDL210020579-1a-5UDI298-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	41409.0	2344.0	5054.0	9401.0	3292.0	1121.0	683.0	290.0	27.0	1.0	552087.0	2780366.0
SdC01045_CKDL210020579-1a-5UDI298-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	41652.0	2528.0	5038.0	9383.0	3332.0	1200.0	650.0	338.0	22.0	0.0	559377.0	2772555.0
SdC01046_CKDL210020579-1a-AK3905-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	63725.0	1235.0	7165.0	8342.0	4746.0	1585.0	871.0	342.0	11.0	0.0	564347.0	4385226.0
SdC01046_CKDL210020579-1a-AK3905-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	64930.0	1173.0	6917.0	8250.0	4606.0	1534.0	784.0	363.0	19.0	0.0	576891.0	4372128.0
SdC01047_CKDL210020579-1a-AK7761-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	34164.0	943.0	4437.0	4768.0	2806.0	958.0	676.0	263.0	18.0	0.0	474233.0	2914747.0
SdC01047_CKDL210020579-1a-AK7761-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	35295.0	994.0	4298.0	4565.0	2711.0	1109.0	645.0	280.0	10.0	0.0	485048.0	2903058.0
SdC01048_CKDL210020579-1a-AK6881-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	59585.0	10292.0	6514.0	7562.0	4226.0	1564.0	701.0	476.0	17.0	0.0	664780.0	3440377.0
SdC01048_CKDL210020579-1a-AK6881-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	59350.0	10186.0	6472.0	7088.0	4009.0	1542.0	691.0	501.0	21.0	0.0	678026.0	3428208.0
SdC01049_CKDL210020579-1a-AK3905-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	36807.0	1332.0	4208.0	3840.0	2661.0	755.0	455.0	193.0	14.0	0.0	296175.0	2250557.0
SdC01049_CKDL210020579-1a-AK3905-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	36425.0	1441.0	4050.0	3541.0	2509.0	778.0	466.0	200.0	11.0	0.0	302732.0	2244844.0
SdC01050_CKDL210020579-1a-AK8410-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	47791.0	9547.0	5697.0	7376.0	3658.0	1296.0	619.0	297.0	9.0	0.0	564147.0	2911622.0
SdC01050_CKDL210020579-1a-AK8410-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	48984.0	9530.0	5635.0	7209.0	3687.0	1313.0	593.0	295.0	7.0	0.0	573485.0	2901321.0
SdC01051_CKDL210020579-1a-AK6881-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	45604.0	1286.0	5652.0	7859.0	3346.0	1280.0	647.0	329.0	12.0	0.0	525314.0	3116062.0
SdC01051_CKDL210020579-1a-AK6881-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	46258.0	1337.0	5549.0	7607.0	3501.0	1249.0	748.0	291.0	18.0	0.0	539230.0	3101603.0
SdC01053_CKDL210020579-1a-AK7759-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	27497.0	11368.0	3473.0	3021.0	2006.0	758.0	324.0	180.0	5.0	0.0	368247.0	1560721.0
SdC01053_CKDL210020579-1a-AK7759-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	27464.0	11170.0	3304.0	3140.0	1931.0	697.0	314.0	188.0	9.0	0.0	368859.0	1560524.0
SdC01054_CKDL210020579-1a-AK7761-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	30110.0	2036.0	3344.0	3402.0	2102.0	795.0	368.0	156.0	12.0	0.0	363550.0	1648148.0
SdC01054_CKDL210020579-1a-AK7761-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	30776.0	1997.0	3134.0	3325.0	2014.0	783.0	463.0	145.0	8.0	0.0	366106.0	1645272.0
SdC01055_CKDL210020579-1a-AK6260-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	26911.0	1777.0	3717.0	5192.0	2081.0	888.0	431.0	215.0	9.0	0.0	367017.0	2051022.0
SdC01055_CKDL210020579-1a-AK6260-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	28379.0	1772.0	3488.0	4994.0	2111.0	802.0	478.0	194.0	5.0	0.0	374622.0	2042415.0
SdC01056_CKDL210020579-1a-AK9141-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	50322.0	1135.0	5890.0	6805.0	3824.0	1333.0	658.0	303.0	15.0	0.0	506025.0	3482211.0
SdC01056_CKDL210020579-1a-AK9141-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	50445.0	1169.0	5838.0	6467.0	3814.0	1288.0	707.0	307.0	9.0	0.0	515601.0	3472876.0
SdC01057_CKDL210020579-1a-5UDI298-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	51693.0	8351.0	6990.0	8858.0	4956.0	1265.0	668.0	591.0	17.0	0.0	598873.0	3112295.0
SdC01057_CKDL210020579-1a-5UDI298-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	52023.0	8251.0	6733.0	8551.0	4825.0	1282.0	680.0	587.0	9.0	1.0	607668.0	3103947.0
SdC01058_CKDL210020579-1a-AK7761-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	128680.0	3435.0	15692.0	18420.0	9276.0	3200.0	1812.0	762.0	26.0	0.0	1230549.0	8186052.0
SdC01058_CKDL210020579-1a-AK7761-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	130074.0	3273.0	14394.0	16854.0	8575.0	3070.0	1470.0	686.0	32.0	0.0	1248781.0	8170695.0
SdC01059_CKDL210020579-1a-5UDI298-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	58904.0	2227.0	7734.0	12422.0	4474.0	1684.0	950.0	318.0	19.0	0.0	617931.0	4259342.0
SdC01059_CKDL210020579-1a-5UDI298-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	60519.0	2206.0	7279.0	11797.0	4178.0	1494.0	1003.0	418.0	28.0	0.0	627176.0	4249907.0
SdC01060_CKDL210020579-1a-AK8587-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	18686.0	15847.0	3161.0	2180.0	1697.0	517.0	235.0	160.0	3.0	0.0	224028.0	1038647.0
SdC01060_CKDL210020579-1a-AK8587-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	18559.0	15791.0	2931.0	2199.0	1521.0	487.0	205.0	167.0	3.0	0.0	225434.0	1037864.0
SdC01061_CKDL210020579-1a-5UDI312-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	8052.0	72.0	753.0	434.0	569.0	154.0	60.0	30.0	1.0	0.0	55443.0	355008.0
SdC01061_CKDL210020579-1a-5UDI312-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	8121.0	59.0	764.0	400.0	527.0	185.0	78.0	20.0	5.0	0.0	56755.0	353662.0
SdC01062_CKDL210020579-1a-5UDI298-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	30688.0	1784.0	4496.0	6215.0	2992.0	860.0	490.0	278.0	7.0	0.0	400636.0	2262830.0
SdC01062_CKDL210020579-1a-5UDI298-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	31076.0	1810.0	4322.0	5763.0	2981.0	820.0	452.0	285.0	11.0	0.0	405806.0	2257950.0
SdC01063_CKDL210020579-1a-AK8587-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	12746.0	4965.0	2255.0	3561.0	1228.0	336.0	124.0	106.0	9.0	0.0	173368.0	816618.0
SdC01063_CKDL210020579-1a-AK8587-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	13371.0	4786.0	2139.0	3206.0	1234.0	350.0	170.0	110.0	5.0	0.0	175357.0	814588.0
SdC01064_CKDL210020579-1a-AK7759-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	7182.0	1562.0	867.0	874.0	483.0	162.0	78.0	34.0	4.0	0.0	92596.0	378020.0
SdC01064_CKDL210020579-1a-AK7759-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	7294.0	1531.0	851.0	855.0	534.0	199.0	69.0	50.0	2.0	0.0	92505.0	377972.0
SdC01065_CKDL210020579-1a-AK8587-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	91042.0	6730.0	10584.0	10116.0	7341.0	2160.0	1137.0	563.0	23.0	0.0	898530.0	5463097.0
SdC01065_CKDL210020579-1a-AK8587-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	91738.0	6721.0	9779.0	9627.0	7002.0	2181.0	1106.0	561.0	11.0	0.0	915728.0	5446869.0
SdC01066_CKDL210020579-1a-AK7759-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	9018.0	412315.0	792.0	674.0	482.0	123.0	67.0	46.0	1.0	0.0	106150.0	358886.0
SdC01066_CKDL210020579-1a-AK7759-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	8634.0	407800.0	751.0	618.0	422.0	116.0	103.0	44.0	1.0	0.0	106558.0	363507.0
SdC01067_CKDL210020579-1a-AK7761-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	35702.0	3451.0	4889.0	7953.0	2866.0	1070.0	474.0	348.0	9.0	0.0	454913.0	1810950.0
SdC01067_CKDL210020579-1a-AK7761-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	36268.0	3254.0	4619.0	7564.0	2624.0	1010.0	557.0	436.0	9.0	0.0	459050.0	1807234.0
SdC01068_CKDL210020579-1a-5UDI298-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	19614.0	1563.0	2605.0	4524.0	1919.0	489.0	310.0	204.0	1.0	0.0	228946.0	1417290.0
SdC01068_CKDL210020579-1a-5UDI298-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	19997.0	1475.0	2662.0	4359.0	1787.0	468.0	305.0	191.0	4.0	0.0	232785.0	1413432.0
SdC01069_CKDL210020579-1a-AK3905-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	75096.0	1303.0	8025.0	8074.0	5246.0	1788.0	986.0	405.0	11.0	0.0	666293.0	4538628.0
SdC01069_CKDL210020579-1a-AK3905-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	75053.0	1261.0	7846.0	7879.0	5304.0	1803.0	965.0	437.0	16.0	0.0	679397.0	4525894.0
SdC01070_CKDL210020579-1a-AK9142-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	26743.0	1465.0	3029.0	2583.0	1803.0	693.0	385.0	137.0	3.0	0.0	268572.0	1584517.0
SdC01070_CKDL210020579-1a-AK9142-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	26744.0	1428.0	2990.0	2481.0	1930.0	622.0	380.0	164.0	4.0	0.0	274529.0	1578658.0
SdC01071_CKDL210020579-1a-AK9141-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	31037.0	1263.0	3843.0	5790.0	2426.0	951.0	555.0	188.0	9.0	0.0	429499.0	2052671.0
SdC01071_CKDL210020579-1a-AK9141-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	31235.0	1201.0	3723.0	5230.0	2258.0	858.0	501.0	183.0	8.0	1.0	435925.0	2047109.0
SdC01072_CKDL210020579-1a-AK9142-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	71215.0	3930.0	7777.0	7116.0	5031.0	1632.0	897.0	445.0	25.0	0.0	614598.0	4302575.0
SdC01072_CKDL210020579-1a-AK9142-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	71599.0	3676.0	7760.0	6647.0	5156.0	1671.0	1005.0	419.0	13.0	0.0	623246.0	4294049.0
SdC01073_CKDL210020579-1a-AK8410-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	62284.0	2696.0	8347.0	8599.0	4956.0	1737.0	1177.0	462.0	22.0	0.0	689476.0	4350216.0
SdC01073_CKDL210020579-1a-AK8410-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	63629.0	2677.0	7862.0	8141.0	4782.0	1616.0	1189.0	410.0	23.0	0.0	702765.0	4336878.0
SdC01074_CKDL210020579-1a-AK9142-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	103642.0	1602.0	11856.0	13625.0	7269.0	2927.0	1589.0	723.0	47.0	0.0	1195892.0	6594307.0
SdC01074_CKDL210020579-1a-AK9142-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	104997.0	1599.0	11932.0	12668.0	7489.0	2843.0	1745.0	651.0	48.0	0.0	1205513.0	6583994.0
SdC01075_CKDL210020579-1a-5UDI298-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	80212.0	2145.0	10240.0	10895.0	6236.0	2173.0	1182.0	495.0	25.0	0.0	880651.0	5516903.0
SdC01075_CKDL210020579-1a-5UDI298-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	81893.0	2300.0	9541.0	10241.0	6048.0	2130.0	1235.0	554.0	21.0	0.0	894616.0	5502578.0
SdC01076_CKDL210020579-1a-AK7010-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	18827.0	1087.0	2134.0	3845.0	1614.0	500.0	309.0	152.0	10.0	0.0	219485.0	1192005.0
SdC01076_CKDL210020579-1a-AK7010-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	18831.0	1095.0	2237.0	3624.0	1430.0	459.0	247.0	123.0	11.0	0.0	222930.0	1188981.0
SdC01077_CKDL210020579-1a-AK9141-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	63081.0	1692.0	7721.0	10950.0	5311.0	1614.0	883.0	405.0	9.0	0.0	662378.0	4180797.0
SdC01077_CKDL210020579-1a-AK9141-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	64551.0	1769.0	6970.0	10461.0	4849.0	1509.0	846.0	393.0	14.0	0.0	673539.0	4169940.0
SdC01079_CKDL210020579-1a-AK6881-7UDI298_HKGLMDSX2_L2_clmp.fp2_r1_screen	49792.0	21064.0	6312.0	9333.0	4848.0	1270.0	758.0	439.0	7.0	0.0	577018.0	3452336.0
SdC01079_CKDL210020579-1a-AK6881-7UDI298_HKGLMDSX2_L2_clmp.fp2_r2_screen	50889.0	20656.0	6117.0	9023.0	4429.0	1152.0	835.0	416.0	33.0	0.0	590486.0	3439141.0
SdC01080_CKDL210020579-1a-AK6881-AK892_HKGLMDSX2_L2_clmp.fp2_r1_screen	54138.0	7798.0	7060.0	11599.0	4286.0	1608.0	841.0	365.0	22.0	0.0	595588.0	3875098.0
SdC01080_CKDL210020579-1a-AK6881-AK892_HKGLMDSX2_L2_clmp.fp2_r2_screen	55353.0	7732.0	6671.0	11246.0	4109.0	1453.0	730.0	304.0	13.0	0.0	611649.0	3859143.0
SdC01081_CKDL210020579-1a-AK8587-AK8544_HKGLMDSX2_L2_clmp.fp2_r1_screen	34538.0	27770.0	4021.0	3057.0	2585.0	982.0	472.0	254.0	17.0	0.0	405775.0	1932350.0
SdC01081_CKDL210020579-1a-AK8587-AK8544_HKGLMDSX2_L2_clmp.fp2_r2_screen	34459.0	27515.0	3624.0	2965.0	2647.0	900.0	506.0	253.0	8.0	0.0	412141.0	1926803.0
SdC01082_CKDL210020579-1a-AK3905-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	16905.0	354.0	2231.0	2686.0	1308.0	487.0	248.0	99.0	11.0	0.0	219481.0	1205712.0
SdC01082_CKDL210020579-1a-AK3905-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	17784.0	382.0	2279.0	2747.0	1353.0	459.0	291.0	81.0	15.0	0.0	221173.0	1202958.0
SdC01083_CKDL210020579-1a-AK7759-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	32953.0	14877.0	4084.0	6581.0	2677.0	976.0	475.0	259.0	8.0	0.0	449099.0	1878247.0
SdC01083_CKDL210020579-1a-AK7759-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	33948.0	14627.0	3809.0	6381.0	2590.0	922.0	427.0	218.0	3.0	0.0	455040.0	1872271.0
SdC01084_CKDL210020579-1a-AK8587-7UDI243_HKGLMDSX2_L2_clmp.fp2_r1_screen	97759.0	55672.0	11029.0	11818.0	7090.0	2500.0	1295.0	577.0	35.0	0.0	906324.0	6363971.0
SdC01084_CKDL210020579-1a-AK8587-7UDI243_HKGLMDSX2_L2_clmp.fp2_r2_screen	100861.0	55336.0	11047.0	11654.0	7156.0	2218.0	1431.0	464.0	36.0	0.0	923287.0	6344580.0
SdC01085_CKDL210020579-1a-AK7010-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	84127.0	6725.0	9068.0	10237.0	6085.0	2093.0	916.0	543.0	25.0	0.0	845125.0	4641930.0
SdC01085_CKDL210020579-1a-AK7010-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	85079.0	6631.0	8352.0	10132.0	5777.0	2174.0	1007.0	517.0	29.0	0.0	862627.0	4624549.0
SdC01086_CKDL210020579-1a-5UDI298-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	89053.0	2889.0	11429.0	13805.0	6423.0	2435.0	1469.0	441.0	42.0	0.0	882839.0	6077707.0
SdC01086_CKDL210020579-1a-5UDI298-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	90472.0	2587.0	10690.0	13181.0	6278.0	2261.0	1496.0	515.0	43.0	0.0	901023.0	6059986.0
SdC01087_CKDL210020579-1a-AK8410-AK33_HKGLMDSX2_L2_clmp.fp2_r1_screen	133975.0	5758.0	15384.0	16925.0	9954.0	3296.0	2010.0	881.0	56.0	0.0	1244369.0	9140142.0
SdC01087_CKDL210020579-1a-AK8410-AK33_HKGLMDSX2_L2_clmp.fp2_r2_screen	136674.0	5842.0	14715.0	16789.0	9681.0	3147.0	1869.0	785.0	43.0	0.0	1270552.0	9112653.0
SdC01088_CKDL210020579-1a-AK9141-7UDI227_HKGLMDSX2_L2_clmp.fp2_r1_screen	95203.0	1304.0	10405.0	9921.0	6647.0	2289.0	1210.0	417.0	25.0	1.0	774916.0	5766826.0
SdC01088_CKDL210020579-1a-AK9141-7UDI227_HKGLMDSX2_L2_clmp.fp2_r2_screen	96074.0	1329.0	10083.0	9661.0	6552.0	2182.0	1313.0	484.0	16.0	0.0	796653.0	5744817.0
SdC01089_CKDL210020579-1a-AK7010-AK9148_HKGLMDSX2_L2_clmp.fp2_r1_screen	23700.0	3347.0	2889.0	4159.0	1828.0	582.0	309.0	147.0	6.0	0.0	274710.0	1416019.0
SdC01089_CKDL210020579-1a-AK7010-AK9148_HKGLMDSX2_L2_clmp.fp2_r2_screen	23944.0	3331.0	2740.0	4015.0	1736.0	605.0	351.0	137.0	22.0	0.0	277733.0	1413082.0
SdC01090_CKDL210020579-1a-AK7010-AK4997_HKGLMDSX2_L2_clmp.fp2_r1_screen	47224.0	10330.0	5013.0	7651.0	3221.0	1086.0	692.0	537.0	19.0	0.0	527492.0	2598776.0
SdC01090_CKDL210020579-1a-AK7010-AK4997_HKGLMDSX2_L2_clmp.fp2_r2_screen	47445.0	9765.0	4984.0	7179.0	3343.0	1246.0	616.0	432.0	14.0	0.0	532083.0	2594934.0
SdC02001_CKDL210020579-1a-AK3905-AK7558_HKGLMDSX2_L2_clmp.fp2_r1_screen	393.0	21.0	37.0	61.0	13.0	14.0	8.0	7.0	0.0	0.0	5018.0	20010.0
SdC02001_CKDL210020579-1a-AK3905-AK7558_HKGLMDSX2_L2_clmp.fp2_r2_screen	367.0	26.0	32.0	48.0	17.0	8.0	2.0	5.0	0.0	0.0	4932.0	20145.0
SdC02002_CKDL210020579-1a-AK9141-AK7558_HKGLMDSX2_L2_clmp.fp2_r1_screen	646.0	15.0	54.0	83.0	65.0	20.0	6.0	3.0	0.0	0.0	10039.0	42676.0
SdC02002_CKDL210020579-1a-AK9141-AK7558_HKGLMDSX2_L2_clmp.fp2_r2_screen	612.0	17.0	74.0	106.0	44.0	18.0	8.0	6.0	0.0	0.0	10325.0	42397.0
SdC02003_CKDL210020579-1a-AK9142-AK7558_HKGLMDSX2_L2_clmp.fp2_r1_screen	169.0	2.0	12.0	12.0	23.0	3.0	2.0	0.0	0.0	1.0	2846.0	10732.0
SdC02003_CKDL210020579-1a-AK9142-AK7558_HKGLMDSX2_L2_clmp.fp2_r2_screen	214.0	3.0	20.0	22.0	9.0	5.0	1.0	3.0	0.0	0.0	2764.0	10761.0
SdC02004_CKDL210020579-1a-AK9142-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	567.0	11.0	58.0	104.0	40.0	27.0	6.0	3.0	0.0	0.0	7903.0	37170.0
SdC02004_CKDL210020579-1a-AK9142-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	716.0	20.0	72.0	109.0	63.0	21.0	7.0	3.0	1.0	0.0	7900.0	36977.0
SdC02005_CKDL210020579-1a-AK9142-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	1067.0	48.0	89.0	287.0	72.0	28.0	13.0	3.0	0.0	0.0	14380.0	58198.0
SdC02005_CKDL210020579-1a-AK9142-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	963.0	49.0	132.0	207.0	80.0	37.0	12.0	4.0	0.0	0.0	14066.0	58635.0
SdC02006_CKDL210020579-1a-AK3905-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	1007.0	257.0	150.0	436.0	68.0	24.0	7.0	0.0	1.0	0.0	15292.0	101582.0
SdC02006_CKDL210020579-1a-AK3905-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	1020.0	285.0	136.0	397.0	72.0	41.0	8.0	6.0	0.0	0.0	15004.0	101855.0
SdC02007_CKDL210020579-1a-AK7761-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	64.0	4.0	20.0	9.0	2.0	1.0	1.0	1.0	0.0	0.0	755.0	4362.0
SdC02007_CKDL210020579-1a-AK7761-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	69.0	6.0	3.0	3.0	11.0	2.0	1.0	1.0	0.0	0.0	710.0	4413.0
SdC02008_CKDL210020579-1a-AK7759-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	1834.0	104.0	231.0	348.0	112.0	68.0	27.0	13.0	0.0	0.0	26574.0	152742.0
SdC02008_CKDL210020579-1a-AK7759-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	1947.0	104.0	193.0	293.0	97.0	50.0	21.0	17.0	0.0	0.0	26826.0	152505.0
SdC02010_CKDL210020579-1a-5UDI298-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	123.0	5.0	25.0	16.0	7.0	3.0	3.0	1.0	0.0	0.0	1293.0	5081.0
SdC02010_CKDL210020579-1a-5UDI298-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	106.0	5.0	8.0	21.0	3.0	3.0	3.0	2.0	0.0	0.0	1232.0	5174.0
SdC02013_CKDL210020579-1a-AK7761-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	2985.0	155.0	255.0	588.0	189.0	92.0	31.0	12.0	1.0	0.0	39097.0	159894.0
SdC02013_CKDL210020579-1a-AK7761-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	2876.0	175.0	340.0	528.0	183.0	70.0	70.0	9.0	3.0	0.0	39232.0	159813.0
SdC02014_CKDL210020579-1a-AK9142-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	4366.0	154.0	485.0	749.0	292.0	86.0	56.0	32.0	1.0	0.0	40573.0	280207.0
SdC02014_CKDL210020579-1a-AK9142-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	4533.0	153.0	396.0	791.0	251.0	132.0	40.0	21.0	4.0	0.0	40964.0	279716.0
SdC02016_CKDL210020579-1a-AK6260-AK2587_HKGLMDSX2_L2_clmp.fp2_r1_screen	4695.0	41.0	460.0	296.0	292.0	82.0	49.0	22.0	2.0	0.0	34331.0	254745.0
SdC02016_CKDL210020579-1a-AK6260-AK2587_HKGLMDSX2_L2_clmp.fp2_r2_screen	4833.0	43.0	435.0	361.0	280.0	133.0	51.0	20.0	0.0	0.0	34527.0	254332.0
SdC02018_CKDL210020579-1a-5UDI298-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	167.0	20.0	21.0	27.0	8.0	2.0	0.0	2.0	0.0	0.0	2174.0	10655.0
SdC02018_CKDL210020579-1a-5UDI298-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	131.0	18.0	16.0	31.0	3.0	3.0	2.0	0.0	0.0	0.0	2199.0	10673.0
SdC02019_CKDL210020579-1a-5UDI298-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	340.0	101.0	48.0	68.0	40.0	7.0	0.0	3.0	0.0	0.0	5681.0	24578.0
SdC02019_CKDL210020579-1a-5UDI298-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	435.0	89.0	38.0	84.0	42.0	15.0	6.0	0.0	2.0	0.0	5534.0	24621.0
SdC02020_CKDL210020579-1a-AK9142-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	263.0	33.0	43.0	37.0	26.0	1.0	7.0	5.0	0.0	0.0	4467.0	19010.0
SdC02020_CKDL210020579-1a-AK9142-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	323.0	37.0	29.0	40.0	26.0	7.0	13.0	0.0	0.0	0.0	4490.0	18927.0
SdC02022_CKDL210020579-1a-5UDI298-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	1112.0	69.0	115.0	235.0	75.0	29.0	10.0	6.0	0.0	0.0	15446.0	72554.0
